,nome,ativo,classes,documento,classe_pred
127,pamidronato-dissodico,pamidronato dissódico,"Pó Liofilizado para Solução Injetável, Antineoplásicos, Venda sob prescrição médica, Oncologia","Pamidronato dissódico está indicado no tratamento de condições associadas ao aumento da atividade osteoclástica, tais como: Hipercalcemia induzida por tumor (Outros distúrbios do metabolismo mineral): O aumento da atividade osteoclástica, resultando em reabsorção óssea excessiva, é a alteração fisiopatológica responsável pela hipercalcemia associada a tumores. A maioria dos casos ocorre em pacientes com neoplasia maligna de mama, neoplasia de células escamosas do pulmão, neoplasia maligna de face, cabeça e pescoço, carcinoma de células renais e certas neoplasias hematológicas, tais como, mieloma múltiplo e neoplasias malignas de plasmócitos e alguns tipos de linfomas. Outras neoplasias menos comuns como vipoma e colangiocarcinoma apresentam alta incidência de hipercalcemia como uma complicação metabólica. Há dois tipos de mecanismos fisiopatológicos envolvidos: (1) hipercalcemia humoral, onde os osteoclastos são ativados e a reabsorção óssea é estimulada por fatores, tais como, proteína relacionada ao paratormônio produzida pelas células tumorais e secretadas na corrente sanguínea; (2) invasão extensa dos ossos por células tumorais, onde há produção local de fatores que estimulam a reabsorção óssea pelos osteoclastos. As concentrações séricas de cálcio nos pacientes com hipercalcemia induzida por tumores podem não refletir a gravidade da hipercalcemia devido à hipoalbuminemia concomitante que esses pacientes podem apresentar. A determinação do cálcio ionizável dever ser utilizada para o diagnóstico e acompanhamento das condições hipercalcêmicas. Quando não disponível, o cálculo do cálcio total, de acordo com a concentração de albumina, poder auxiliar no diagnóstico. Vários nomogramas são utilizados para esse fim (vide item 8. POSOLOGIA). Metástases ósseas (Neoplasia maligna secundária dos ossos) predominantemente líticas e mieloma múltiplo:  Metástases ósseas osteolíticas ocorrem comumente em pacientes com mieloma múltiplo ou neoplasia maligna de mama. A distribuição das metástases osteolíticas dessas neoplasias ocorre, predominantemente, no esqueleto axial, particularmente, coluna vertebral, pélvis e costelas. A destruição óssea causada pelas lesões osteolíticas provocam dores ósseas graves e podem ser responsáveis por fraturas ósseas patológicas, tanto no esqueleto axial, quanto no apendicular. Doença de Paget do osso (osteíte deformante) moderada a grave: é uma doença idiopática caracterizada por destruição óssea focal crônica complicada por reparação óssea excessiva ocorrendo em um ou mais ossos. Essas alterações resultam no espessamento de ossos enfraquecidos e propensos a fraturas patológicas ou diminuição da resistência ao esforço.",3
298,nuvyor-1,lenalidomida,"Cápsula dura, Venda sob prescrição médica, Oncologia","1.1 Mieloma múltiplo A lenalidomida em terapia combinada (vide item 8. “POSOLOGIA E MODO DE USAR” para mais detalhes sobre as combinações e doses), é indicado para o tratamento de pacientes com mieloma múltiplo que não receberam tratamento prévio e não são elegíveis a transplante. A lenalidomida, em combinação com bortezomibe e dexametasona, é indicado para o tratamento de pacientes com mieloma múltiplo que não receberam tratamento prévio. Bula_Profissional_Nuvyor_(lenalidomida)_cap_dura VERSÃO 00 A lenalidomida em monoterapia é indicado para o tratamento de manutenção de pacientes com mieloma múltiplo recém-diagnosticado que foram submetidos a transplante autólogo de células-tronco. A lenalidomida, em combinação com dexametasona, é indicado para o tratamento de pacientes com mieloma múltiplo refratário/recidivado que receberam ao menos um esquema prévio de tratamento. 1.2 Linfoma folicular ou linfoma de zona marginal A lenalidomida em combinação com rituximabe (anticorpo anti-CD20) é indicado para o tratamento de pacientes com linfoma folicular ou linfoma de zona marginal previamente tratados. 1.3 Linfoma de células do manto A lenalidomida é indicado para o tratamento de pacientes com linfoma de células do manto refratário/recidivado.",3
42,dixil,Minoxidil,"Venda sob prescrição médica, Prescrição Médica",Este medicamento é indicado no tratamento da alopecia androgênica (calvície hereditária) em homens adultos.,3
114,acido-zoledronico,ácido zoledrônico,"Solução Injetável, Antineoplásicos, Venda sob prescrição médica, Oncologia","Tratamento da hipercalcemia induzida por tumor (HIT), definida como cálcio sérico corrigido pela albumina (cCa) ≥ 12,0 mg/dL [3,0 mmol/L]. Prevenção de eventos relacionados ao esqueleto (como fraturas patológicas, compressão medular, radioterapia e cirurgia ortopédica ou hipercalcemia induzida por tumor) em pacientes com câncer metastático no osso. O ácido zoledrônico também é indicado para prevenção da perda óssea decorrente do tratamento antineoplásico a base de hormônios em pacientes com câncer de próstata ou câncer de mama.",3
269,proflam-creme,aceclofenaco,"Creme, Anti-inflamatórios, Medicamento isento de prescrição, Isento de Prescrição","PROFLAM® (aceclofenaco) creme é indicado para todo tipo de processos locais dolorosos e inflamatórios, inclusive traumatismos e patologias inflamatórias agudas ou crônicas da musculatura esquelética, como tendinite, tenossinovite, dor articular, luxação, periartrite, distensão, lumbago sem outra especificação e torcicolo.",3
268,cabergolina,cabergolina,"Comprimido, Venda sob prescrição médica, Genéricos","PARA QUE ESTE MEDICAMENTO É INDICADO? A cabergolina é indicada para: 1. tratamento de aumento de prolactina (hormônio responsável pela produção de leite), bem como de disfunções associadas à hiperprolactinemia (aumento dos níveis de prolactina), como amenorreia (ausência de menstruação), oligomenorreia (redução do fluxo ou da frequência da menstruação), anovulação (ausência de ovulação) e galactorreia (produção de leite fora do período de gestação e lactação); 2. inibição da lactação fisiológica (interrupção da produção de leite em mães que não amamentaram), imediatamente após o parto; 3. supressão da lactação (interrupção da produção de leite em mães que já iniciaram a amamentação) já estabelecida. A cabergolina é indicada à pacientes com adenomas hipofisários (tumores benignos da hipófise) secretores de prolactina (micro e macroprolactinomas), hiperprolactinemia idiopática (aumento dos níveis no sangue de prolactina sem motivo aparente) ou síndrome da sela vazia (doença caracterizada pela ausência da hipófise, glândula produtora de prolactina) com hiperprolactinemia associada",3
267,angino-rub,cloridrato de benzidamina,"Pastilha, Anti-inflamatórios, Produtos Para Orofaringe, Anestésicos Locais, Medicamento isento de prescrição, Isento de Prescrição","Tratamento de aftas; dor de dente; dor e inflamação da garganta e nos sintomas do resfriado e da gripe (amigdalites, faringites e laringites); dor pós-traumática (após procedimentos odontológicos, otorrinolaringológicos e bucomaxilofaciais). Uso adulto e pediátrico acima de 6 anos",3
73,oxaliplatina,oxaliplatina,"Pó Liofilizado para Solução Injetável, Citostáticos Alquilantes, Venda sob prescrição médica, Oncologia","Este medicamento é destinado ao tratamento do câncer intestinal (colorretal) metastático (com metástase) em associação às fluoropirimidinas. A oxaliplatina em combinação com 5-FU/FA e bevacizumabe é indicada para tratamento de primeira linha do câncer colorretal metastático. A oxaliplatina está indicada, em combinação com fluorouracil e ácido folínico (leucovorin) (5-FU/FA), para o tratamento adjuvante de câncer colorretal em pacientes que retiraram completamente o tumor primário, reduzindo o risco de reincidência do tumor. Não é indicada para os pacientes em estágio II sem características de alto risco.",3
75,betatrinta,dipropionato de betametasona + fosfato dissódico de betametasona,"Suspensão Injetável, Glicocorticóides Sistêmicos, Venda sob prescrição médica, Prescrição Médica","BetaTrinta® (dipropionato de betametasona + fosfato dissódico de betametasona) está indicado para o tratamento de doenças agudas e crônicas que respondem aos corticoides. A terapia hormonal com corticosteroide é coadjuvante e não substitui a terapêutica convencional. BetaTrinta® (dipropionato de betametasona + fosfato dissódico de betametasona) é indicado para os seguintes quadros clínicos: Alterações osteomusculares e de tecidos moles – Artrite reumatoide, osteoartrite, bursite, espondilite anquilosante, espondilite radiculite, dor no cóccix, ciática, lumbalgo, torcicolo, exostose, fascite. Condições alérgicas – Asma brônquica crônica (inclusive terapia adjuvante para o estado de mal asmático), rinite alérgica devida a pólen, edema angioneurótico, bronquite alérgica, rinite alérgica sazonal ou perene, hipersensibilidade à droga, doença do soro, picadas de insetos. Condições dermatológicas – Dermatite atópica, neurodermatite circunscrita (líquen simples crônico), dermatite de contato, dermatite solar grave, urticária, líquen plano hipertrófico, necrobiose lipoídica associada com diabetes mellitus, alopecia areata, lúpus eritematoso discoide, psoríase, queloides, pênfigo, dermatite herpetiforme, acne cística. Doenças do colágeno – Lúpus eritematoso sistêmico, esclerodermia, dermatomiosite, poliarterite nodosa. Tumores Malignos – Para o tratamento paliativo de leucemias e linfomas em adultos, leucemia aguda da infância. Outras condições – Síndrome adrenogenital, colite ulcerativa, ileíte regional, doença celíaca, afecções dos pés (bursite, hallux rigidus, 5º dedo varo), afecções necessitando de injeções subconjuntivais, transtornos hematológicos que respondem aos corticosteroides, síndrome nefrítica e síndrome nefrótica. A insuficiência adrenocortical primária ou secundária poderá ser tratada com BetaTrinta® (dipropionato de betametasona + fosfato dissódico de betametasona), mas deverá haver suplementação com mineralocorticoides. BetaTrinta® (dipropionato de betametasona + fosfato dissódico de betametasona) é recomendado para: 1) injeções intramusculares para doenças que respondem aos corticoides sistêmicos; 2) injeções diretamente nos tecidos moles afetados, quando indicado; 3) injeções intra-articulares e periarticulares em artrites; 4) injeções intralesionais para várias condições dermatológicas e 5) injeções locais para certos transtornos inflamatórios e císticos dos pés.",3
78,alendronato-de-sodio-70mg-4cpr,alendronato de sódio,"Comprimido, Supressores da reabsorção ossea, Venda sob prescrição médica, Genéricos","Este medicamento é indicado para o tratamento de sua doença, conhecida como osteoporose. Este medicamento o ajudará na prevenção do desenvolvimento de fraturas.",3
221,seletiv,fulvestranto,"Solução Injetável, Antineoplásicos, Venda sob prescrição médica, Oncologia","Monoterapia Seletiv® (fulvestranto) é indicado para o tratamento de câncer de mama localmente avançado ou metastático em mulheres de qualquer idade e que estejam na pós-menopausa que: • não foram previamente tratadas com terapia endócrina, com câncer receptor hormonal (RH) positivo e receptor do fator de crescimento epidérmico humano 2 (HER2) negativo ou; • previamente tratadas com terapia endócrina (terapia com antiestrógeno ou inibidor de aromatase), com câncer receptor hormonal (RH) positivo independente se o estado pós-menopausal ocorreu naturalmente ou foi induzido artificialmente. Terapia em combinação com palbociclibe Seletiv® (fulvestranto) é indicado em combinação com palbociclibe para o tratamento de mulheres portadoras de câncer de mama localmente avançado ou metastático positivo para o receptor hormonal (RH) e negativo para o receptor do fator de crescimento epidérmico humano 2 (HER-2) previamente tratadas com terapia endócrina.",3
82,coques,celecoxibe,"Venda sob prescrição médica, Prescrição Médica, Comprimido revestido",Este medicamento está indicado para o tratamento dos sinais e sintomas da osteoartrite (OA) e da artrite reumatoide (AR); alívio dos sinais e sintomas da espondilite anquilosante (EA); alívio da dor aguda (principalmente no pós-operatório de cirurgia ortopédica ou dental e em afecções musculoesqueléticas); alívio dos sintomas da dismenorreia primária e da lombalgia.,3
115,tenoxicam,tenoxicam,"Pó Liofilizado para Solução Injetável + Diluente, Anti-inflamatórios, Venda sob prescrição médica, Hospitalar","O tenoxicam é indicado para alívio dos sintomas de doenças com componentes inflamatórios, degenerativos e dolorosos  em geral, principalmente dos músculos, tendões e juntas, tais como artrite reumatoide, artrose, espondilite anquilosante,  tendinite, entorses, distensões ligamentares, bursite e gota. Além disso, é indicado também para o alívio da dor pós-operatória",3
